6.000000000000000000e+00,3.100000000000000000e+01,1.282289656410481980e-05
6.000000000000000000e+00,3.200000000000000000e+01,6.411448282052409902e-06
6.000000000000000000e+00,3.300000000000000000e+01,1.282289656410481980e-05
6.000000000000000000e+00,3.400000000000000000e+01,6.411448282052409902e-06
6.000000000000000000e+00,3.600000000000000000e+01,1.282289656410481980e-05
6.000000000000000000e+00,3.700000000000000000e+01,6.411448282052409902e-06
6.000000000000000000e+00,3.800000000000000000e+01,1.282289656410481980e-05
7.000000000000000000e+00,2.700000000000000000e+01,6.411448282052409902e-06
7.000000000000000000e+00,3.000000000000000000e+01,6.411448282052409902e-06
7.000000000000000000e+00,3.100000000000000000e+01,6.411448282052409902e-06
7.000000000000000000e+00,3.200000000000000000e+01,6.411448282052409902e-06
7.000000000000000000e+00,3.500000000000000000e+01,6.411448282052409902e-06
7.000000000000000000e+00,3.600000000000000000e+01,6.411448282052409902e-06
7.000000000000000000e+00,3.700000000000000000e+01,1.282289656410481980e-05
7.000000000000000000e+00,3.800000000000000000e+01,6.411448282052409902e-06
7.000000000000000000e+00,4.100000000000000000e+01,6.411448282052409902e-06
7.000000000000000000e+00,4.200000000000000000e+01,6.411448282052409902e-06
7.000000000000000000e+00,4.400000000000000000e+01,6.411448282052409902e-06
7.000000000000000000e+00,4.500000000000000000e+01,6.411448282052409902e-06
8.000000000000000000e+00,2.500000000000000000e+01,6.411448282052409902e-06
8.000000000000000000e+00,2.600000000000000000e+01,6.411448282052409902e-06
8.000000000000000000e+00,2.700000000000000000e+01,6.411448282052409902e-06
8.000000000000000000e+00,3.100000000000000000e+01,6.411448282052409902e-06
8.000000000000000000e+00,3.400000000000000000e+01,1.282289656410481980e-05
8.000000000000000000e+00,3.500000000000000000e+01,1.282289656410481980e-05
8.000000000000000000e+00,3.700000000000000000e+01,6.411448282052409902e-06
8.000000000000000000e+00,3.900000000000000000e+01,6.411448282052409902e-06
8.000000000000000000e+00,4.000000000000000000e+01,1.282289656410481980e-05
8.000000000000000000e+00,4.100000000000000000e+01,6.411448282052409902e-06
8.000000000000000000e+00,4.300000000000000000e+01,1.282289656410481980e-05
8.000000000000000000e+00,4.400000000000000000e+01,1.282289656410481980e-05
8.000000000000000000e+00,4.500000000000000000e+01,1.282289656410481980e-05
8.000000000000000000e+00,4.600000000000000000e+01,6.411448282052409902e-06
8.000000000000000000e+00,4.700000000000000000e+01,6.411448282052409902e-06
9.000000000000000000e+00,2.500000000000000000e+01,1.282289656410481980e-05
9.000000000000000000e+00,2.600000000000000000e+01,6.411448282052409902e-06
9.000000000000000000e+00,2.700000000000000000e+01,6.411448282052409902e-06
9.000000000000000000e+00,2.800000000000000000e+01,6.411448282052409902e-06
9.000000000000000000e+00,2.900000000000000000e+01,6.411448282052409902e-06
9.000000000000000000e+00,3.000000000000000000e+01,1.282289656410481980e-05
9.000000000000000000e+00,3.100000000000000000e+01,6.411448282052409902e-06
9.000000000000000000e+00,3.300000000000000000e+01,6.411448282052409902e-06
9.000000000000000000e+00,3.500000000000000000e+01,1.282289656410481980e-05
9.000000000000000000e+00,3.600000000000000000e+01,6.411448282052409902e-06
9.000000000000000000e+00,3.700000000000000000e+01,1.282289656410481980e-05
9.000000000000000000e+00,4.000000000000000000e+01,6.411448282052409902e-06
9.000000000000000000e+00,4.100000000000000000e+01,1.282289656410481980e-05
9.000000000000000000e+00,4.200000000000000000e+01,1.282289656410481980e-05
9.000000000000000000e+00,4.300000000000000000e+01,6.411448282052409902e-06
9.000000000000000000e+00,4.500000000000000000e+01,6.411448282052409902e-06
9.000000000000000000e+00,4.600000000000000000e+01,6.411448282052409902e-06
9.000000000000000000e+00,4.700000000000000000e+01,6.411448282052409902e-06
9.000000000000000000e+00,4.800000000000000000e+01,6.411448282052409902e-06
9.000000000000000000e+00,4.900000000000000000e+01,1.282289656410481980e-05
9.000000000000000000e+00,5.000000000000000000e+01,6.411448282052409902e-06
1.000000000000000000e+01,2.500000000000000000e+01,6.411448282052409902e-06
1.000000000000000000e+01,2.600000000000000000e+01,6.411448282052409902e-06
1.000000000000000000e+01,2.800000000000000000e+01,6.411448282052409902e-06
1.000000000000000000e+01,2.900000000000000000e+01,6.411448282052409902e-06
1.000000000000000000e+01,3.000000000000000000e+01,6.411448282052409902e-06
1.000000000000000000e+01,3.100000000000000000e+01,6.411448282052409902e-06
1.000000000000000000e+01,3.400000000000000000e+01,6.411448282052409902e-06
1.000000000000000000e+01,3.600000000000000000e+01,6.411448282052409902e-06
1.000000000000000000e+01,4.000000000000000000e+01,6.411448282052409902e-06
1.000000000000000000e+01,4.100000000000000000e+01,6.411448282052409902e-06
1.000000000000000000e+01,4.300000000000000000e+01,6.411448282052409902e-06
1.000000000000000000e+01,4.400000000000000000e+01,6.411448282052409902e-06
